"EID","Tag","TagDate","TagLon","TagLat","TagCL","TagSex","CapDate","CapLon","CapLat","CapCL","CapSex","DAL","SizeDiff","MoltIncr","Molted","z","TagDepth","CapDepth","subarea","degreedays"
4498,40765,1980-08-27,-64.8666666666667,45.5333333333333,83,2,1982-05-22,-65.0166666666667,45.4833333333333,100,2,633,17,0.204819277108434,1,47.1589745837944,56.3281540195272,37.9897951480616,"35",4507.43262511132
4499,40217,1980-08-21,-64.9333333333333,45.5833333333333,100,1,1980-10-22,-64.9833333333333,45.4833333333333,100,1,62,0,0,0,30.2409558420843,17.5048786237819,42.9770330603866,"35",786.437903270434
4500,39906,1980-08-19,-64.8666666666667,45.5333333333333,104,1,1981-05-26,-64.8666666666667,45.5333333333333,104,1,280,0,0,0,56.3281540195272,56.3281540195272,56.3281540195272,"35",2005.87776740531
4501,16711,1979-08-28,-64.8166666666667,45.6166666666667,104,2,1985-08-14,-66.8,42.7166666666667,133,2,2178,29,0.278846153846154,1,85.8855761859926,3.49336995692108,168.277782415064,"41",15722.6533958166
4502,1240,1987-08-20,-66.7333333333333,44.75,86,3,1988-11-15,-66.7,44.7333333333333,96,2,453,10,0.116279069767442,1,55.9984747465223,27.9635528861944,84.0333966068502,"38",3158.46776481378
4503,46602,1983-01-18,-66.4166666666667,44.55,139,3,1983-02-04,-66.5333333333333,44.7,139,3,17,0,0,0,185.057278604198,202.046482057306,168.068075151089,"38",124.878756722006
4504,46236,1982-11-30,-66.6666666666667,44.7333333333333,128,3,1983-04-23,-66.5,44.55,128,3,144,0,0,0,145.999044183362,88.9603654397508,203.037722926972,"38",938.111205861321
4505,46197,1982-11-18,-66.6833333333333,44.75,117,3,1984-12-08,-66.6333333333333,44.6666666666667,148,3,751,31,0.264957264957265,1,100.912141812668,82.5824316159572,119.241852009379,"38",5095.69114766924
4506,46150,1982-11-17,-66.6833333333333,44.75,120,3,1984-01-27,-66.5833333333333,44.6333333333333,132,2,436,12,0.1,1,107.831371508779,82.5824316159572,133.080311401601,"38",3027.77417034413
4507,46113,1982-11-17,-66.7,44.7333333333333,120,3,1982-11-23,-66.6666666666667,44.7333333333333,120,3,6,0,0,0,86.4968810233005,84.0333966068502,88.9603654397508,"38",56.3162070976308
4508,44966,1982-11-01,-66.7166666666667,44.75,129,3,1982-12-07,-66.6666666666667,44.7,129,3,36,0,0,0,71.8246561472823,47.3000433517297,96.3492689428348,"38",342.603753772556
4509,44891,1982-10-28,-66.7166666666667,44.7333333333333,133,3,1984-01-10,-66.5,44.6833333333333,144,2,439,11,0.0827067669172932,1,91.2097443561545,3.70539082068331,178.714097891626,"38",2996.89540174238
4510,44870,1982-10-28,-66.7166666666667,44.75,122,3,1983-05-02,-66.4166666666667,44.55,122,3,186,0,0,0,124.673262704518,47.3000433517297,202.046482057306,"34",1298.2610477021
4511,44784,1982-10-27,-66.75,44.75,131,3,1982-11-17,-66.6666666666667,44.8166666666667,131,3,21,0,0,0,68.1729969147699,27.0243868610095,109.32160696853,"38",205.917293173006
4512,44746,1982-10-25,-66.75,44.75,133,3,1983-06-08,-66.6166666666667,44.65,133,3,226,0,0,0,75.6731476273011,27.0243868610095,124.321908393593,"38",1388.79918342836
4513,44708,1982-10-22,-66.75,44.75,127,3,1983-11-22,-66.5666666666667,44.65,134,2,396,7,0.0551181102362205,1,95.9739777458681,27.0243868610095,164.923568630727,"38",2623.47440010882
4514,44667,1982-10-20,-66.75,44.75,113,3,1982-12-31,-66.4666666666667,45.05,113,3,72,0,0,0,31.8823550006808,27.0243868610095,36.740323140352,"36",600.391610193845
4515,44608,1982-10-08,-66.7333333333333,44.75,135,3,1982-12-02,-66.6,44.7333333333333,135,3,55,0,0,0,78.2466292890228,27.9635528861944,128.529705691851,"38",496.192825478547
4516,44592,1982-10-07,-66.75,44.75,145,3,1982-11-16,-66.65,44.7333333333333,145,3,40,0,0,0,61.179813415331,27.0243868610095,95.3352399696526,"38",409.116966377484
4517,44490,1982-09-30,-66.75,44.75,119,3,1982-11-22,-66.65,44.75,119,3,53,0,0,0,64.4177190785407,27.0243868610095,101.811051296072,"38",537.609037268304
4518,44461,1982-09-29,-66.75,44.75,124,3,1982-11-16,-66.6333333333333,44.75,124,3,48,0,0,0,69.4645747493067,27.0243868610095,111.904762637604,"38",471.708607192837
4519,44411,1982-09-23,-66.75,44.75,106,3,1982-11-16,-66.65,44.7333333333333,106,3,54,0,0,0,61.179813415331,27.0243868610095,95.3352399696526,"38",556.039198016006
4520,44453,1982-09-29,-66.75,44.75,120,3,1982-11-17,-66.6833333333333,44.75,120,3,49,0,0,0,54.8034092384833,27.0243868610095,82.5824316159572,"38",470.241966029157
4521,44278,1982-09-22,-66.75,44.75,143,3,1982-12-21,-66.6666666666667,44.7,143,3,90,0,0,0,61.6868279019221,27.0243868610095,96.3492689428348,"38",873.758766344198
4522,44152,1982-09-15,-66.75,44.75,130,3,1982-12-14,-66.6,44.7166666666667,130,3,90,0,0,0,79.9292803955543,27.0243868610095,132.834173930099,"38",799.881285244008
4523,44093,1982-09-13,-66.75,44.7833333333333,131,3,1983-06-20,-66.5166666666667,44.6666666666667,133,2,280,2,0.0152671755725191,0,116.637698057359,46.2294013173462,187.045994797372,"38",1885.99945234488
4524,44057,1982-09-13,-66.75,44.75,127,3,1983-01-17,-66.4166666666667,44.55,127,3,126,0,0,0,114.535434459158,27.0243868610095,202.046482057306,"34",1054.89112153534
4525,43978,1982-09-10,-66.75,44.75,128,3,1983-06-09,-66.5,44.6166666666667,128,3,272,0,0,0,116.233358273355,27.0243868610095,205.4423296857,"38",1847.66761235906
4526,43913,1982-09-08,-66.75,44.75,183,3,1982-10-06,-66.75,44.75,183,2,28,0,0,0,27.0243868610095,27.0243868610095,27.0243868610095,"38",361.18351728763
4527,43845,1982-09-07,-66.75,44.75,124,3,1982-11-30,-66.6666666666667,44.8166666666667,124,3,84,0,0,0,68.1729969147699,27.0243868610095,109.32160696853,"38",809.400872911184
4528,43821,1982-09-07,-66.75,44.75,171,3,1982-12-03,-66.6166666666667,44.7666666666667,171,3,87,0,0,0,71.8694925090739,27.0243868610095,116.714598157138,"38",853.366203769299
4529,43708,1982-08-31,-66.75,44.75,142,3,1982-11-22,-66.6833333333333,44.8166666666667,142,3,83,0,0,0,64.4599357384396,27.0243868610095,101.89548461587,"38",845.76676888753
4530,43733,1982-08-31,-66.75,44.75,137,3,1982-10-27,-66.7166666666667,44.7333333333333,137,3,57,0,0,0,15.3648888408464,27.0243868610095,3.70539082068331,"38",791.481014329999
4531,43616,1982-08-27,-66.75,44.75,136,3,1982-10-06,-66.75,44.75,136,3,40,0,0,0,27.0243868610095,27.0243868610095,27.0243868610095,"38",515.642930506002
4532,43555,1982-08-25,-66.7333333333333,44.75,116,3,1982-11-25,-66.6333333333333,44.7333333333333,116,3,92,0,0,0,71.5597260798283,27.9635528861944,115.155899273462,"38",905.845371900753
4533,43466,1982-08-24,-66.75,44.75,128,3,1982-11-15,-66.6666666666667,44.75,128,3,83,0,0,0,56.7743040624834,27.0243868610095,86.5242212639573,"38",820.156121233923
4534,43436,1982-08-23,-66.75,44.75,149,3,1982-09-07,-66.75,44.75,148,3,15,-1,-0.00671140939597315,0,27.0243868610095,27.0243868610095,27.0243868610095,"38",205.815569515586
4535,43307,1982-08-12,-66.75,44.75,158,3,1983-05-10,-66.4166666666667,44.55,158,3,271,0,0,0,114.535434459158,27.0243868610095,202.046482057306,"34",1983.82032894817
4536,43270,1982-08-11,-66.7333333333333,44.75,127,3,1983-05-27,-66.45,44.65,139,2,289,12,0.094488188976378,1,111.477848228283,27.9635528861944,194.992143570372,"38",2013.76268002565
4537,43207,1982-08-09,-66.75,44.75,103,3,1982-08-19,-66.7333333333333,44.75,103,3,10,0,0,0,27.4939698736019,27.0243868610095,27.9635528861944,"38",137.492401979083
4538,43016,1982-07-21,-66.75,44.7833333333333,124,3,1983-08-22,-66.75,44.75,135,2,397,11,0.0887096774193548,1,36.6268940891778,46.2294013173462,27.0243868610095,"38",2844.87382355001
4539,5800,1978-09-05,-66.9,44.6333333333333,75,2,1979-11-19,-66.8166666666667,44.6166666666667,83,2,440,8,0.106666666666667,1,14.9339583438208,26.6523168189811,3.21559986866046,"38",3816.93782321667
4540,2374,1977-11-28,-66.65,44.7,110,3,1979-11-20,-66.6666666666667,44.6666666666667,137,3,722,27,0.245454545454545,1,93.3787367206943,103.912287477754,82.8451859636346,"38",4588.1859995683
4541,2191,1977-11-21,-66.65,44.7,105,3,1979-11-16,-66.6833333333333,44.6833333333333,127,3,725,22,0.20952380952381,1,78.2230115783686,103.912287477754,52.5337356789832,"38",4711.01977476128
4542,21,1977-07-12,-66.6666666666667,44.7833333333333,120,1,1978-11-30,-66.65,44.65,144,1,506,24,0.2,1,91.3110965088816,87.093886437709,95.5283065800541,"38",3390.05802824857
4543,24576,1979-08-02,-65.3833333333333,45.35,95,2,1982-02-13,-66.5833333333333,44.8,128,2,926,33,0.347368421052632,1,80.2956107444042,43.5692435992083,117.0219778896,"38",6521.80366455471
4544,37000,1980-09-24,-66.3166666666667,45.1,88,2,1980-11-22,-66.25,45.1666666666667,88,2,59,0,0,0,21.2338541160128,39.1663191259812,3.30138910604446,"36",703.385077401911
4545,36287,1980-08-30,-66.3166666666667,45.1,89,1,1980-11-13,-66.35,45.0833333333333,89,1,75,0,0,0,42.817546977284,39.1663191259812,46.4687748285867,"36",815.177472204378
4546,36066,1980-08-27,-66.3833333333333,45.0833333333333,72,2,1980-12-08,-66.4666666666667,45.05,82,2,103,10,0.138888888888889,1,38.1596746799346,39.5790262195172,36.740323140352,"36",1063.95369103961
4547,40811,1980-08-28,-64.8666666666667,45.5333333333333,103,1,1981-06-03,-64.9833333333333,45.4833333333333,103,1,279,0,0,0,49.6525935399569,56.3281540195272,42.9770330603866,"35",1887.55671791101
4548,40535,1980-08-26,-64.9333333333333,45.5833333333333,117,3,1983-05-19,-66.65,44.7,112,3,996,-5,-0.0427350427350427,0,60.7085830507679,17.5048786237819,103.912287477754,"38",7203.21664510975
4549,39831,1980-08-19,-64.8666666666667,45.5333333333333,88,2,1981-07-06,-64.8666666666667,45.5333333333333,88,2,321,0,0,0,56.3281540195272,56.3281540195272,56.3281540195272,"35",2291.33144388078
4550,39212,1980-08-11,-64.9333333333333,45.5833333333333,97,1,1981-05-26,-64.8666666666667,45.5333333333333,97,1,288,0,0,0,36.9165163216546,17.5048786237819,56.3281540195272,"35",2071.6663979906
4551,39475,1980-08-13,-65.05,45.5166666666667,126,1,1982-04-06,-66.5,44.6333333333333,167,1,601,41,0.325396825396825,1,116.769005250753,30.9526511710716,202.585359330435,"38",4277.69084779044
4552,39137,1980-08-06,-64.8666666666667,45.5333333333333,111,2,1980-12-24,-66.7833333333333,44.8166666666667,121,2,140,10,0.0900900900900901,1,82.6656117788518,56.3281540195272,109.003069538176,"38",1216.72378953331
4553,28048,1979-09-04,-64.8666666666667,45.5333333333333,100,2,1980-12-10,-66.6,44.6166666666667,114,2,463,14,0.14,1,97.0684768474617,56.3281540195272,137.808799675396,"38",3209.89935541691
4554,25868,1979-09-03,-64.9833333333333,45.4833333333333,81,1,1980-07-16,-64.8666666666667,45.5333333333333,81,1,317,0,0,0,49.6525935399569,42.9770330603866,56.3281540195272,"35",2149.71223803438
4555,25744,1979-09-03,-64.8666666666667,45.5333333333333,107,1,1980-06-17,-64.9833333333333,45.4833333333333,107,1,288,0,0,0,49.6525935399569,56.3281540195272,42.9770330603866,"35",1902.14408064722
4556,24150,1979-08-16,-64.8666666666667,45.5333333333333,130,3,1981-02-28,-66.6166666666667,44.65,150,2,562,20,0.153846153846154,1,90.32503120656,56.3281540195272,124.321908393593,"38",3940.77639886353
4557,23670,1979-08-09,-64.8166666666667,45.6166666666667,100,1,1980-07-15,-64.9333333333333,45.5833333333333,119,1,341,19,0.19,1,10.4991242903515,3.49336995692108,17.5048786237819,"35",2927.00685975698
4558,23524,1979-08-08,-65.05,45.4,118,1,1980-06-12,-66.7166666666667,44.6333333333333,135,1,309,17,0.144067796610169,1,24.7634502911485,41.7512559827847,7.77564459951221,"38",2142.95458005309
4559,23272,1979-08-06,-64.9333333333333,45.5833333333333,76,1,1980-11-03,-65.05,45.5166666666667,106,1,455,30,0.394736842105263,1,24.2287648974267,17.5048786237819,30.9526511710716,"35",4251.03483630324
4560,16646,1979-08-28,-64.8666666666667,45.5333333333333,112,3,1980-11-14,-66.7166666666667,44.7333333333333,125,2,444,13,0.116071428571429,1,30.0167724201053,56.3281540195272,3.70539082068331,"38",3465.13767643663
4561,1787,1987-08-21,-66.7333333333333,44.75,84,3,1987-11-16,-66.7333333333333,44.7666666666667,84,3,87,0,0,0,25.4013634285986,27.9635528861944,22.8391739710029,"38",1025.1364286616
4562,1705,1987-08-21,-66.7333333333333,44.75,90,3,1988-11-15,-66.7166666666667,44.75,98,2,452,8,0.0888888888888889,1,37.6317981189621,27.9635528861944,47.3000433517297,"38",3305.33950885598
4563,1216,1987-08-20,-66.7333333333333,44.75,85,3,1988-11-12,-66.7333333333333,44.7666666666667,93,2,450,8,0.0941176470588235,1,25.4013634285986,27.9635528861944,22.8391739710029,"38",3679.89155237892
4564,1146,1987-08-20,-66.7333333333333,44.75,88,3,1988-11-10,-66.7333333333333,44.7333333333333,96,2,448,8,0.0909090909090909,1,19.9529798790326,27.9635528861944,11.9424068718709,"38",3799.96069735181
4565,46803,1983-08-17,-66.75,44.75,125,3,1983-08-17,-66.75,44.75,125,3,0,0,0,0,27.0243868610095,27.0243868610095,27.0243868610095,"38",12.6116360039031
4566,46680,1983-06-22,-66.5,44.6666666666667,139,3,1983-08-05,-66.7333333333333,44.7666666666667,139,3,44,0,0,0,105.888998083318,188.938822195632,22.8391739710029,"38",298.585032351074
4567,46560,1982-12-09,-66.6166666666667,44.7,120,3,1983-05-18,-66.6166666666667,44.65,120,3,160,0,0,0,126.698722217569,129.075536041546,124.321908393593,"38",988.237124263777
4568,46508,1982-11-26,-66.6833333333333,44.7,120,3,1983-07-28,-66.75,44.7833333333333,120,3,244,0,0,0,62.4881000764253,78.7467988355043,46.2294013173462,"38",1504.49669724719
4569,46529,1982-12-02,-66.6,44.75,113,3,1983-01-03,-66.5666666666667,44.6833333333333,113,3,32,0,0,0,143.959424545033,128.195872216013,159.722976874053,"38",259.304011097403
4570,46466,1982-11-24,-66.65,44.7666666666667,141,3,1983-06-20,-66.5,44.6666666666667,141,3,208,0,0,0,144.916229149694,100.893636103757,188.938822195632,"38",1288.59116915075
4571,46274,1983-05-05,-66.5,44.6166666666667,131,3,1983-05-16,-66.6166666666667,44.65,131,3,11,0,0,0,164.882119039647,205.4423296857,124.321908393593,"38",59.2576391903597
4572,46191,1982-11-18,-66.6833333333333,44.75,135,3,1985-01-18,-66.6833333333333,44.8,142,3,792,7,0.0518518518518519,1,86.1681771936252,82.5824316159572,89.7539227712932,"38",5128.51254114559
4573,46144,1982-11-17,-66.7,44.7333333333333,118,3,1982-11-22,-66.6,44.65,118,3,5,0,0,0,105.924265625069,84.0333966068502,127.815134643289,"38",49.3589603918736
4574,46058,1982-11-16,-66.7,44.7333333333333,133,3,1982-12-11,-66.5833333333333,44.7,133,3,25,0,0,0,116.463331107871,84.0333966068502,148.893265608891,"38",211.470611760207
4575,46005,1982-11-16,-66.7,44.7333333333333,127,3,1982-12-01,-66.6,44.65,127,3,15,0,0,0,105.924265625069,84.0333966068502,127.815134643289,"38",131.022161558619
4576,44967,1982-11-01,-66.7166666666667,44.75,121,3,1982-11-20,-66.7,44.8166666666667,121,3,19,0,0,0,74.8961414834323,47.3000433517297,102.492239615135,"38",185.525314900627
4577,44892,1982-10-28,-66.7166666666667,44.7333333333333,117,3,1983-12-10,-66.5666666666667,44.65,126,2,408,9,0.0769230769230769,1,84.314479725705,3.70539082068331,164.923568630727,"38",2757.68794682214
4578,44873,1982-10-28,-66.7166666666667,44.75,139,3,1982-12-14,-66.5666666666667,44.6833333333333,139,3,47,0,0,0,103.511510112891,47.3000433517297,159.722976874053,"38",393.217929158491
4579,44787,1982-10-27,-66.75,44.75,123,3,1983-03-14,-66.4166666666667,44.55,123,3,138,0,0,0,114.535434459158,27.0243868610095,202.046482057306,"34",1047.81899304773
4580,44708,1982-10-22,-66.75,44.75,127,3,1983-05-27,-66.6166666666667,44.65,127,3,217,0,0,0,75.6731476273011,27.0243868610095,124.321908393593,"38",1354.94108367069
4581,44671,1982-10-20,-66.75,44.75,133,3,1982-11-17,-66.6666666666667,44.7333333333333,133,3,28,0,0,0,57.9923761503802,27.0243868610095,88.9603654397508,"38",269.275142687496
4582,44636,1982-10-18,-66.75,44.75,114,3,1982-11-13,-66.65,44.75,114,3,26,0,0,0,64.4177190785407,27.0243868610095,101.811051296072,"38",267.52633080933
4583,44607,1982-10-08,-66.7333333333333,44.75,133,3,1983-01-01,-66.5833333333333,44.7,143,2,85,10,0.075187969924812,1,88.4284092475428,27.9635528861944,148.893265608891,"38",685.912775294913
4584,44494,1982-09-30,-66.75,44.75,170,3,1982-11-26,-66.5833333333333,44.7,170,3,57,0,0,0,87.9588262349503,27.0243868610095,148.893265608891,"38",480.591705557659
4585,44461,1982-09-29,-66.75,44.75,124,3,1982-11-23,-66.6666666666667,44.7,124,3,55,0,0,0,61.6868279019221,27.0243868610095,96.3492689428348,"38",560.440078969671
4586,44415,1982-09-23,-66.75,44.75,143,3,1983-05-16,-66.6166666666667,44.65,142,3,235,-1,-0.00699300699300699,0,75.6731476273011,27.0243868610095,124.321908393593,"38",1581.7044915424
4587,44354,1982-09-24,-66.75,44.75,115,3,1983-08-22,-66.7166666666667,44.75,115,2,332,0,0,0,37.1622151063696,27.0243868610095,47.3000433517297,"38",2113.6215642702
4588,44305,1982-09-22,-66.75,44.75,115,3,1982-12-10,-66.6666666666667,44.7,115,3,79,0,0,0,61.6868279019221,27.0243868610095,96.3492689428348,"38",783.898912507088
4589,44240,1982-09-21,-66.75,44.75,134,3,1982-10-27,-66.75,44.75,134,3,36,0,0,0,27.0243868610095,27.0243868610095,27.0243868610095,"38",431.551818926519
4590,44185,1982-09-15,-66.75,44.75,139,3,1983-06-17,-66.45,44.65,139,3,275,0,0,0,111.008265215691,27.0243868610095,194.992143570372,"38",1852.18287834045
4591,44149,1982-09-15,-66.75,44.75,134,3,1982-10-21,-66.7333333333333,44.75,134,3,36,0,0,0,27.4939698736019,27.0243868610095,27.9635528861944,"38",439.600009342246
4592,44060,1982-09-13,-66.75,44.75,137,3,1982-11-20,-66.6666666666667,44.8166666666667,137,3,68,0,0,0,68.1729969147699,27.0243868610095,109.32160696853,"38",662.92706584907
4593,43975,1982-09-10,-66.75,44.75,137,3,1982-11-16,-66.7,44.7333333333333,137,3,67,0,0,0,55.5288917339298,27.0243868610095,84.0333966068502,"38",655.482029178416
4594,43845,1982-09-07,-66.75,44.75,124,3,1984-01-18,-66.6666666666667,44.6333333333333,134,2,498,10,0.0806451612903226,1,27.7216530710261,27.0243868610095,28.4189192810427,"38",3838.6158124101
4595,43822,1982-09-07,-66.75,44.75,134,3,1982-09-24,-66.75,44.75,134,3,17,0,0,0,27.0243868610095,27.0243868610095,27.0243868610095,"38",228.161707335253
4596,43769,1982-09-01,-66.75,44.75,137,3,1983-02-01,-66.4166666666667,44.55,148,2,153,11,0.0802919708029197,1,114.535434459158,27.0243868610095,202.046482057306,"34",1262.86942678863
4597,43737,1982-08-31,-66.75,44.75,142,3,1982-09-15,-66.75,44.75,142,3,15,0,0,0,27.0243868610095,27.0243868610095,27.0243868610095,"38",205.186416540958
4598,43709,1982-08-31,-66.75,44.75,152,3,1982-11-22,-66.6333333333333,44.75,152,3,83,0,0,0,69.4645747493067,27.0243868610095,111.904762637604,"38",808.299318412047
4599,43654,1982-08-27,-66.75,44.75,151,3,1983-12-01,-66.6666666666667,44.7,159,3,461,8,0.0529801324503311,1,61.6868279019221,27.0243868610095,96.3492689428348,"38",3654.73185289554
4600,43583,1982-08-27,-66.75,44.75,147,3,1982-09-15,-66.75,44.75,147,3,19,0,0,0,27.0243868610095,27.0243868610095,27.0243868610095,"38",256.680711683171
4601,43552,1982-08-25,-66.7333333333333,44.75,122,3,1983-01-22,-66.5166666666667,44.6,133,3,150,11,0.0901639344262295,1,118.743559250035,27.9635528861944,209.523565613875,"38",1213.2359164855
4602,43509,1982-08-25,-66.75,44.75,127,3,1982-09-08,-66.75,44.75,127,3,14,0,0,0,27.0243868610095,27.0243868610095,27.0243868610095,"38",192.99723600527
4603,43398,1982-08-19,-66.75,44.75,156,3,1982-12-07,-66.6666666666667,44.7,156,3,110,0,0,0,61.6868279019221,27.0243868610095,96.3492689428348,"38",1111.02148805533
4604,43359,1982-08-18,-66.75,44.75,117,3,1982-11-26,-66.6833333333333,44.6833333333333,128,2,100,11,0.094017094017094,1,39.7790612699963,27.0243868610095,52.5337356789832,"38",1023.62618298422
4605,43307,1982-08-12,-66.75,44.75,158,3,1982-09-15,-66.75,44.75,157,3,34,-1,-0.00632911392405063,0,27.0243868610095,27.0243868610095,27.0243868610095,"38",447.651648734227
4606,43193,1982-08-09,-66.7333333333333,44.75,106,3,1982-12-16,-66.5833333333333,44.7,114,2,129,8,0.0754716981132075,1,88.4284092475428,27.9635528861944,148.893265608891,"38",1059.68716291046
4607,43128,1982-08-04,-66.75,44.7833333333333,116,3,1982-11-29,-66.6166666666667,44.7333333333333,124,2,117,8,0.0689655172413793,1,84.6551160393707,46.2294013173462,123.080830761395,"38",998.916047633003
4608,43144,1982-08-04,-66.75,44.75,136,3,1982-08-30,-66.75,44.75,146,3,26,10,0.0735294117647059,1,27.0243868610095,27.0243868610095,27.0243868610095,"38",341.518213184976
4609,43091,1982-08-02,-66.75,44.7833333333333,121,3,1984-12-16,-68,44.1666666666667,139,2,867,18,0.148760330578512,1,65.5402701524915,46.2294013173462,84.8511389876368,"38",6541.01647997396
4610,6469,1978-09-29,-66.75,44.75,135,1,1978-11-29,-66.7,44.8,145,1,61,10,0.0740740740740741,1,61.5214779047598,27.0243868610095,96.0185689485101,"38",600.684594839911
4611,5060,1978-08-23,-66.8166666666667,44.5833333333333,101,2,1979-06-05,-66.8666666666667,44.6,101,3,286,0,0,0,20.6538265373902,20.2672292795425,21.0404237952378,"38",1842.76219452976
4612,4709,1978-08-12,-66.6666666666667,44.7833333333333,115,1,1979-12-05,-66.7166666666667,44.7666666666667,135,1,480,20,0.173913043478261,1,74.8366270489098,87.093886437709,62.5793676601106,"38",3624.77296958029
4613,3758,1978-07-28,-66.6666666666667,44.7833333333333,141,1,1979-06-20,-66.5666666666667,44.6333333333333,159,1,327,18,0.127659574468085,1,119.388520745455,87.093886437709,151.683155053201,"38",2197.71181351604
4614,3029,1978-07-18,-66.6666666666667,44.7833333333333,153,2,1980-05-05,-66.6166666666667,44.65,163,2,657,10,0.065359477124183,1,105.707897415651,87.093886437709,124.321908393593,"38",4509.68409279747
4615,1064,1977-08-15,-66.6833333333333,44.6833333333333,120,2,1978-12-01,-66.6833333333333,44.6833333333333,128,2,473,8,0.0666666666666667,1,52.5337356789832,52.5337356789832,52.5337356789832,"38",3262.78269408033
4616,490,1977-07-23,-66.75,44.75,125,2,1979-06-06,-66.55,44.6333333333333,148,2,683,23,0.184,1,101.537903301591,27.0243868610095,176.051419742172,"38",4516.41801430449
4617,345,1977-07-16,-66.6666666666667,44.7833333333333,110,3,1978-11-20,-66.7333333333333,44.75,148,2,492,38,0.345454545454545,1,57.5287196619517,87.093886437709,27.9635528861944,"38",3500.216321954
4618,68125,1985-08-05,-65.2833333333333,43.6166666666667,138,2,1986-04-01,-65.0166666666667,42.3333333333333,149,2,239,11,0.0797101449275362,1,256.697120158679,3.40950659034869,509.98473372701,"41",1903.02901372913
4619,1824,1983-06-09,-65.2833333333333,43.6166666666667,32,2,1986-08-20,-65.2833333333333,43.6166666666667,69,2,1168,37,1.15625,1,3.40950659034869,3.40950659034869,3.40950659034869,"33W",8888.6532601289
4620,4862,1983-08-09,-65.2833333333333,43.6166666666667,53,2,1983-10-12,-65.2833333333333,43.6166666666667,61,2,64,8,0.150943396226415,1,3.40950659034869,3.40950659034869,3.40950659034869,"33W",885.93209299582
4621,293,1982-08-18,-65.2833333333333,43.6166666666667,35,NA,1982-09-07,-65.2833333333333,43.6166666666667,34,NA,20,-1,-0.0285714285714286,0,3.40950659034869,3.40950659034869,3.40950659034869,"33W",301.378700840683
4622,151,1982-08-11,-65.2833333333333,43.6166666666667,34,NA,1983-02-17,-65.2833333333333,43.6166666666667,33,2,190,-1,-0.0294117647058824,0,3.40950659034869,3.40950659034869,3.40950659034869,"33W",1573.58839202682
4623,59783,1983-11-02,-66.3166666666667,43.9833333333333,90,1,1984-05-03,-66.3166666666667,43.9833333333333,90,1,183,0,0,0,21.2948018843642,21.2948018843642,21.2948018843642,"34",798.769437482848
4624,59819,1983-11-02,-66.3166666666667,43.9833333333333,95,2,1984-05-16,-66.3166666666667,43.9833333333333,95,2,196,0,0,0,21.2948018843642,21.2948018843642,21.2948018843642,"34",864.560178751558
4625,59687,1983-11-02,-66.25,43.9833333333333,103,2,1984-03-28,-66.2166666666667,43.9833333333333,103,2,147,0,0,0,19.8527019713999,23.9937831056114,15.7116208371884,"34",686.599303812872
4626,59336,1983-11-03,-66.2166666666667,43.9833333333333,94,2,1984-03-27,-66.2166666666667,43.9833333333333,94,2,145,0,0,0,15.7116208371884,15.7116208371884,15.7116208371884,"34",673.878379917498
4627,45626,1982-11-04,-66.25,43.9833333333333,86,2,1982-12-15,-66.25,43.9833333333333,86,2,41,0,0,0,23.9937831056114,23.9937831056114,23.9937831056114,"34",360.478660184428
4628,45429,1982-11-06,-66.2166666666667,43.9833333333333,86,2,1984-03-05,-66.2,43.9666666666667,100,2,485,14,0.162790697674419,1,17.8739845069985,15.7116208371884,20.0363481768087,"34",3565.86367259331
4629,37888,1981-11-02,-66.3166666666667,43.9833333333333,85,1,1981-12-09,-66.3166666666667,43.9833333333333,85,1,37,0,0,0,21.2948018843642,21.2948018843642,21.2948018843642,"34",343.998392861698
4630,37948,1981-11-02,-66.3166666666667,43.9833333333333,102,1,1982-03-17,-66.3166666666667,43.9833333333333,102,1,135,0,0,0,21.2948018843642,21.2948018843642,21.2948018843642,"34",690.101699278512
4631,37818,1981-11-02,-66.3166666666667,43.9833333333333,124,1,1982-05-01,-66.3166666666667,43.9833333333333,124,1,180,0,0,0,21.2948018843642,21.2948018843642,21.2948018843642,"34",816.510833262098
4632,37468,1981-11-06,-66.2166666666667,43.9833333333333,87,1,1982-05-19,-66.2166666666667,43.9833333333333,87,1,194,0,0,0,15.7116208371884,15.7116208371884,15.7116208371884,"34",874.503024381392
4633,37060,1981-11-06,-66.1833333333333,43.9833333333333,87,2,1981-12-12,-66.1833333333333,43.9833333333333,87,2,36,0,0,0,21.3289772205147,21.3289772205147,21.3289772205147,"34",322.215235211326
4634,38648,1980-11-21,-66.1833333333333,43.9833333333333,103,2,1981-05-19,-66.2,43.9666666666667,103,2,179,0,0,0,20.6826626986617,21.3289772205147,20.0363481768087,"34",720.352744099367
4635,37128,1981-11-07,-66.1833333333333,43.9833333333333,96,1,1982-05-10,-66.1833333333333,43.9833333333333,96,1,184,0,0,0,21.3289772205147,21.3289772205147,21.3289772205147,"34",806.435498939013
4636,37104,1981-11-06,-66.1833333333333,43.9833333333333,87,2,1982-05-10,-66.1833333333333,44,87,2,185,0,0,0,15.4662212538987,21.3289772205147,9.6034652872827,"34",818.166906504766
4637,38668,1980-11-21,-66.1833333333333,43.9833333333333,84,1,1981-05-04,-66.1833333333333,43.9833333333333,84,1,164,0,0,0,21.3289772205147,21.3289772205147,21.3289772205147,"34",641.993736719084
