"EID","Tag","TagDate","TagLon","TagLat","TagCL","TagSex","CapDate","CapLon","CapLat","CapCL","CapSex","DAL","SizeDiff","MoltIncr","Molted","z","TagDepth","CapDepth","subarea","degreedays"
5909,84768,1992-07-03,-65.4,45.4,126,1,1993-03-20,-66.45,44.5666666666667,146,1,260,20,0.158730158730159,1,108.962793154899,13.8188696661174,204.106716643681,"38",1956.79412748741
5910,29468,1979-11-09,-66.25,43.9833333333333,84,2,1980-05-26,-66.2166666666667,43.9833333333333,84,2,199,0,0,0,19.8527019713999,23.9937831056114,15.7116208371884,"34",876.676100059515
5911,46134,1982-11-17,-66.7,44.7333333333333,120,3,1982-11-23,-66.6666666666667,44.7333333333333,120,3,6,0,0,0,86.4968810233005,84.0333966068502,88.9603654397508,"38",56.3162070976308
5912,43993,1982-09-10,-66.75,44.75,148,3,1983-02-04,-66.4166666666667,44.55,159,2,147,11,0.0743243243243243,1,114.535434459158,27.0243868610095,202.046482057306,"34",1209.09811546563
5913,43495,1982-08-24,-66.75,44.75,138,3,1982-12-21,-66.6666666666667,44.7,138,3,119,0,0,0,61.6868279019221,27.0243868610095,96.3492689428348,"38",1175.9633915626
5914,34296,1980-07-18,-66.1666666666667,45.1,72,2,1980-12-08,-66.4666666666667,45.05,86,2,143,14,0.194444444444444,1,50.4535077124322,64.1666922845124,36.740323140352,"36",1436.81273876183
5915,21286,1979-08-22,-66.3,45.05,108,1,1981-06-24,-66.6166666666667,44.65,123,1,672,15,0.138888888888889,1,95.5560871860281,66.7902659784635,124.321908393593,"38",4389.33018090474
5916,19953,1979-07-30,-66.3166666666667,45.1,75,2,1980-05-26,-66.4666666666667,45.05,87,2,301,12,0.16,1,37.9533211331666,39.1663191259812,36.740323140352,"36",2081.29733434897
5917,19063,1979-07-23,-66.45,45.0333333333333,108,1,1981-02-07,-66.6166666666667,44.65,152,1,565,44,0.407407407407407,1,95.7468919688419,67.171875544091,124.321908393593,"38",3902.48062706594
5918,15929,1979-09-20,-66.3166666666667,45.1,84,2,1979-11-15,-66.3,45.1,84,2,56,0,0,0,39.8738515748381,39.1663191259812,40.5813840236951,"36",588.201431561703
5919,22816,1979-07-31,-65.3833333333333,45.3666666666667,114,2,1980-05-25,-66.7166666666667,44.6333333333333,127,2,299,13,0.114035087719298,1,26.0308128629646,44.2859811264169,7.77564459951221,"38",2099.46612691277
5920,43050,1982-07-23,-66.75,44.7833333333333,170,3,1982-09-21,-66.75,44.75,170,3,60,0,0,0,36.6268940891778,46.2294013173462,27.0243868610095,"38",682.446301618488
5921,59739,1983-11-02,-66.25,43.9833333333333,104,2,1984-05-11,-66.1833333333333,43.9833333333333,104,2,191,0,0,0,22.661380163063,23.9937831056114,21.3289772205147,"34",850.27554747383
5922,44844,1982-10-27,-66.7166666666667,44.7333333333333,138,3,1983-03-08,-66.3666666666667,44.4,138,3,132,0,0,0,90.1131886830362,3.70539082068331,176.520986545389,"34",973.758339960011
5923,44557,1982-10-06,-66.75,44.75,133,3,1982-12-07,-66.6166666666667,44.7333333333333,133,3,62,0,0,0,75.0526088112023,27.0243868610095,123.080830761395,"38",584.343652308579
5924,62645,1986-08-06,-65.2833333333333,43.6166666666667,90,2,1986-08-11,-65.3166666666667,43.65,90,2,5,0,0,0,3.57950486489414,3.40950659034869,3.7495031394396,"33W",83.4916874337505
5925,12616,1986-08-11,-65.2833333333333,43.6166666666667,46,1,1986-08-22,-65.25,43.6166666666667,46,1,11,0,0,0,17.0750795126658,3.40950659034869,30.7406524349829,"33W",160.521889470763
5926,347,1982-08-15,-65.2833333333333,43.6166666666667,32,NA,1982-10-05,-65.2833333333333,43.6166666666667,36,2,51,4,0.125,1,3.40950659034869,3.40950659034869,3.40950659034869,"33W",720.715285701054
5927,1913,1985-10-23,-66.1833333333333,43.9833333333333,93,2,1985-10-24,-66.2166666666667,43.9833333333333,93,2,1,0,0,0,18.5202990288515,21.3289772205147,15.7116208371884,"34",23.404463683145
5928,44309,1982-09-22,-66.75,44.75,185,3,1983-12-28,-66.6666666666667,44.6833333333333,185,2,462,0,0,0,60.0470539748592,27.0243868610095,93.069721088709,"38",3481.57072949283
5929,44181,1982-09-15,-66.75,44.75,148,3,1982-12-02,-66.6666666666667,44.6833333333333,148,3,78,0,0,0,60.0470539748592,27.0243868610095,93.069721088709,"38",772.201949670424
5930,44117,1982-09-14,-66.75,44.75,122,3,1983-06-06,-66.45,44.65,122,3,265,0,0,0,111.008265215691,27.0243868610095,194.992143570372,"38",1798.58507152063
5931,43955,1982-09-10,-66.75,44.75,145,3,1983-01-05,-66.5166666666667,44.6833333333333,145,3,117,0,0,0,101.364234966547,27.0243868610095,175.704083072085,"38",961.389337907163
5932,43759,1982-09-01,-66.75,44.75,122,3,1982-11-30,-66.4666666666667,45.05,122,3,90,0,0,0,31.8823550006808,27.0243868610095,36.740323140352,"36",975.976119248178
5933,43734,1982-08-31,-66.75,44.75,106,3,1982-11-16,-66.7,44.7333333333333,106,3,77,0,0,0,55.5288917339298,27.0243868610095,84.0333966068502,"38",756.825789412668
5934,43544,1982-08-25,-66.75,44.75,133,3,1982-11-13,-66.6666666666667,44.75,133,3,80,0,0,0,56.7743040624834,27.0243868610095,86.5242212639573,"38",792.898463270646
5935,43457,1982-08-23,-66.7333333333333,44.75,165,3,1982-11-29,-66.65,44.7,165,3,98,0,0,0,65.9379201819742,27.9635528861944,103.912287477754,"38",965.671711803572
5936,43339,1982-08-13,-66.75,44.75,130,3,1982-11-11,-66.6666666666667,44.75,140,2,90,10,0.0769230769230769,1,56.7743040624834,27.0243868610095,86.5242212639573,"38",892.125705525595
5937,9470,1982-05-25,-66.4166666666667,44.6333333333333,120,3,1982-08-11,-66.75,44.75,120,2,78,0,0,0,109.499269992004,191.974153122999,27.0243868610095,"38",503.7892187862
5938,3635,1978-07-25,-66.9,44.6333333333333,80,2,1979-01-24,-67.0333333333333,44.55,92,2,183,12,0.15,1,41.770450831507,26.6523168189811,56.8885848440329,"38",1566.74995827686
5939,412,1977-07-20,-66.65,44.7,128,2,1980-05-06,-66.6166666666667,44.65,143,3,1021,15,0.1171875,1,114.117097935673,103.912287477754,124.321908393593,"38",6864.15844765733
5940,11,1977-07-12,-66.6666666666667,44.7833333333333,153,1,1979-05-18,-66.5833333333333,44.65,184,1,675,31,0.202614379084967,1,110.662142269984,87.093886437709,134.230398102259,"38",4487.66627751725
5941,22911,1979-08-01,-65.3833333333333,45.35,91,2,1980-11-10,-64.9833333333333,45.4833333333333,120,2,467,29,0.318681318681319,1,43.2731383297975,43.5692435992083,42.9770330603866,"35",3878.32764361307
5942,22319,1979-07-26,-65.3833333333333,45.35,101,2,1979-11-24,-66.6833333333333,44.6833333333333,114,2,121,13,0.128712871287129,1,48.0514896390957,43.5692435992083,52.5337356789832,"38",1194.49783176038
5943,36122,1980-08-29,-66.3,45.05,82,1,1980-11-12,-66.3166666666667,45.1,82,1,75,0,0,0,52.9782925522223,66.7902659784635,39.1663191259812,"36",784.99048250929
5944,35850,1980-08-21,-66.3166666666667,45.1,109,3,1981-04-28,-66.6166666666667,44.65,121,2,250,12,0.110091743119266,1,81.7441137597869,39.1663191259812,124.321908393593,"38",1763.62929079785
5945,35696,1980-08-14,-66.3166666666667,45.1,113,3,1981-01-02,-66.6166666666667,44.65,122,2,141,9,0.079646017699115,1,81.7441137597869,39.1663191259812,124.321908393593,"38",1225.60385315782
5946,34289,1980-07-18,-66.1666666666667,45.1,74,1,1980-12-05,-66.35,45.0833333333333,88,1,140,14,0.189189189189189,1,55.3177335565496,64.1666922845124,46.4687748285867,"36",1387.50035363241
5947,28617,1979-09-24,-66.45,45.0333333333333,93,2,1980-06-24,-66.25,45.1666666666667,93,2,274,0,0,0,35.2366323250677,67.171875544091,3.30138910604446,"36",1663.26886023426
5948,21868,1979-09-04,-66.3166666666667,45.1,146,3,1980-06-12,-66.7166666666667,44.6333333333333,146,3,282,0,0,0,23.4709818627467,39.1663191259812,7.77564459951221,"38",1781.13084026896
5949,21229,1979-08-22,-66.45,45.0333333333333,91,1,1980-06-06,-66.4,45.0833333333333,91,1,289,0,0,0,49.0830466983358,67.171875544091,30.9942178525806,"36",1855.68311849915
5950,20096,1979-07-31,-66.3,45.05,73,1,1979-11-21,-66.4666666666667,45.05,85,1,113,12,0.164383561643836,1,51.7652945594077,66.7902659784635,36.740323140352,"36",1158.57194814316
5951,18336,1979-09-10,-66.45,45.0333333333333,96,1,1979-11-15,-66.4,45.0833333333333,96,1,66,0,0,0,49.0830466983358,67.171875544091,30.9942178525806,"36",682.15314575776
5952,18122,1979-09-07,-66.3166666666667,45.1,83,1,1979-12-08,-66.3166666666667,45.1166666666667,83,1,92,0,0,0,33.0440049968602,39.1663191259812,26.9216908677393,"36",950.129198548739
5953,15602,1979-09-17,-66.3166666666667,45.1,88,1,1979-11-15,-66.4666666666667,45.05,89,1,59,1,0.0113636363636364,0,37.9533211331666,39.1663191259812,36.740323140352,"36",626.512456397611
5954,14546,1979-09-20,-66.3166666666667,45.1,84,1,1979-11-19,-66.3333333333333,45.1166666666667,86,1,60,2,0.0238095238095238,0,32.683606297595,39.1663191259812,26.2008934692088,"36",644.242558509144
5955,59533,1983-11-03,-66.25,43.9833333333333,104,2,1983-12-03,-66.3166666666667,43.9833333333333,104,2,30,0,0,0,22.6442924949878,23.9937831056114,21.2948018843642,"34",282.270559831477
5956,59590,1983-11-03,-66.25,43.9833333333333,97,1,1984-03-07,-66.3,44.0166666666667,97,1,125,0,0,0,24.2438046757937,23.9937831056114,24.493826245976,"34",667.615009243094
5957,59229,1983-11-04,-66.1833333333333,43.9833333333333,81,2,1984-03-27,-66.2,43.9666666666667,81,2,144,0,0,0,20.6826626986617,21.3289772205147,20.0363481768087,"34",663.941561060704
5958,45931,1982-11-02,-66.3166666666667,43.9833333333333,102,1,1982-12-01,-66.3166666666667,43.9833333333333,102,1,29,0,0,0,21.2948018843642,21.2948018843642,21.2948018843642,"34",281.681291266288
5959,45796,1982-11-03,-66.3166666666667,43.9833333333333,94,2,1983-01-13,-66.4833333333333,43.85,94,2,71,0,0,0,21.8442663070524,21.2948018843642,22.3937307297406,"34",522.391649146911
5960,45527,1982-11-05,-66.25,43.9833333333333,85,2,1984-05-30,-66.3166666666667,43.9833333333333,98,2,572,13,0.152941176470588,1,22.6442924949878,23.9937831056114,21.2948018843642,"34",3768.28467519404
5961,45413,1982-11-09,-66.2166666666667,43.9833333333333,81,2,1982-12-06,-66.25,43.9833333333333,81,2,27,0,0,0,19.8527019713999,15.7116208371884,23.9937831056114,"34",248.490277523059
5962,45260,1982-11-10,-66.2166666666667,43.9833333333333,100,2,1982-12-10,-66.1833333333333,43.9833333333333,100,2,30,0,0,0,18.5202990288515,15.7116208371884,21.3289772205147,"34",269.749419043954
5963,37765,1981-11-02,-66.3166666666667,43.9833333333333,91,2,1982-05-06,-66.25,43.9833333333333,91,2,185,0,0,0,22.6442924949878,21.2948018843642,23.9937831056114,"34",852.375066290409
5964,37568,1981-11-04,-66.25,43.9833333333333,94,2,1982-05-10,-66.2166666666667,43.9833333333333,94,2,187,0,0,0,19.8527019713999,23.9937831056114,15.7116208371884,"34",836.03943435238
5965,37631,1981-11-05,-66.25,43.9833333333333,81,2,1984-04-30,-66.3166666666667,43.9833333333333,95,2,907,14,0.172839506172839,1,22.6442924949878,23.9937831056114,21.2948018843642,"34",6461.94060828606
5966,37714,1981-11-05,-66.25,43.9833333333333,88,2,1982-05-04,-66.3,43.95,88,2,180,0,0,0,27.2791483092417,23.9937831056114,30.564513512872,"34",851.48803110998
5967,37510,1981-11-02,-66.25,43.9833333333333,105,1,1982-05-19,-66.3,43.9666666666667,105,1,198,0,0,0,26.6371390191042,23.9937831056114,29.280494932597,"34",963.345238324633
5968,37228,1981-11-07,-66.1833333333333,43.9833333333333,99,1,1982-04-30,-66.2166666666667,43.95,99,1,174,0,0,0,21.9938455867093,21.3289772205147,22.6587139529039,"34",764.620191796295
5969,38555,1980-11-18,-66.2166666666667,43.9833333333333,83,2,1981-05-11,-66.25,43.9833333333333,83,2,174,0,0,0,19.8527019713999,15.7116208371884,23.9937831056114,"34",700.964800212224
5970,38509,1980-11-18,-66.2166666666667,43.9833333333333,90,2,1981-05-12,-66.2,43.9666666666667,90,2,175,0,0,0,17.8739845069985,15.7116208371884,20.0363481768087,"34",712.344787340623
5971,38336,1980-11-15,-66.25,43.9833333333333,91,1,1982-04-30,-66.2166666666667,43.9833333333333,91,1,531,0,0,0,19.8527019713999,23.9937831056114,15.7116208371884,"34",3605.08449553963
5972,44240,1982-09-21,-66.75,44.75,134,3,1983-08-24,-66.75,44.75,133,3,337,-1,-0.00746268656716418,0,27.0243868610095,27.0243868610095,27.0243868610095,"38",2344.01448790248
5973,43778,1982-09-02,-66.75,44.75,101,3,1983-11-21,-66.5833333333333,44.6333333333333,111,2,445,10,0.099009900990099,1,80.0523491313053,27.0243868610095,133.080311401601,"38",3162.74444204645
5974,43384,1982-08-19,-66.75,44.75,145,3,1982-11-29,-66.6666666666667,44.7,145,3,102,0,0,0,61.6868279019221,27.0243868610095,96.3492689428348,"38",1041.11617833262
5975,35863,1980-08-21,-66.3166666666667,45.1,136,1,1980-12-12,-66.6833333333333,44.6833333333333,136,1,113,0,0,0,45.8500274024822,39.1663191259812,52.5337356789832,"38",1085.9864089353
5976,34347,1980-07-18,-66.3166666666667,45.1,77,2,1980-11-17,-66.25,45.1666666666667,92,2,122,15,0.194805194805195,1,21.2338541160128,39.1663191259812,3.30138910604446,"36",1606.74787181924
5977,18575,1979-09-12,-66.1666666666667,45.1,83,1,1979-11-19,-66.45,45.0666666666667,84,1,68,1,0.0120481927710843,0,33.0618481979752,64.1666922845124,1.95700411143802,"36",739.235764539265
5978,84951,1992-07-07,-65.2333333333333,45.4833333333333,90,1,1992-07-30,-65.0833333333333,45.5,90,1,23,0,0,0,16.3893150388097,2.13909004389962,30.6395400337198,"36",324.699937239121
5979,39139,1980-08-06,-64.8666666666667,45.5333333333333,107,3,1980-12-27,-66.6166666666667,44.65,120,2,143,13,0.121495327102804,1,90.32503120656,56.3281540195272,124.321908393593,"38",1172.16820400038
5980,59716,1983-11-02,-66.25,43.9833333333333,101,2,1984-05-14,-66.3166666666667,43.9833333333333,101,2,194,0,0,0,22.6442924949878,23.9937831056114,21.2948018843642,"34",866.002639162706
5981,38210,1980-11-14,-66.3166666666667,43.9833333333333,88,2,1982-07-15,-67.5,42.0333333333333,114,2,608,26,0.295454545454545,1,34.3996844601346,21.2948018843642,47.5045670359049,"34",3911.5922940398
5982,17536,1979-06-08,-66.2166666666667,43.9833333333333,71,1,1980-05-15,-66.1833333333333,43.9833333333333,83,1,342,12,0.169014084507042,1,18.5202990288515,15.7116208371884,21.3289772205147,"34",2778.23535218679
5983,58630,1983-08-19,-66.1333333333333,43.6,98,2,1984-12-10,-65.3166666666667,42.3166666666667,129,2,479,31,0.316326530612245,1,77.0473804643594,33.6317259441246,120.463034984594,"41",3812.45862950024
5984,81899,1986-09-25,-66.2166666666667,43.5833333333333,80,1,1986-09-26,-66.2,43.6,80,1,1,0,0,0,43.0651815641333,49.158602160321,36.9717609679457,"34",21.5719943508257
5985,39588,1980-08-14,-64.9333333333333,45.5833333333333,80,1,1982-06-05,-64.6166666666667,45.7166666666667,97,1,660,17,0.2125,1,13.6804029002771,17.5048786237819,9.85592717677238,"35",5560.83553568471
5986,16861,1979-08-29,-65.05,45.4,97,1,1982-07-17,-65.0333333333333,45.55,140,1,1053,43,0.443298969072165,1,18.7254146046607,41.7512559827847,-4.30042677346341,"35",8874.48818985713
5987,46112,1982-11-17,-66.7,44.7333333333333,133,3,1982-11-23,-66.6666666666667,44.7,133,3,6,0,0,0,90.1913327748425,84.0333966068502,96.3492689428348,"38",56.8646972405753
